ok then,Yes
ok cool,Yes
ah ok..,Yes
perfect then,Yes
yup,Yes
YES,Yes
Okay. Okay.,Yes
Well perfect,Yes
Indeed....,Yes
yes !,Yes
"Yes, I know. I know.",Yes
ok perfect,Yes
yeah !,Yes
So cool,Yes
Ok 👍,Yes
yes please,Yes
understood !,Yes
Yep,Yes
Nice,Yes
Okay....,Yes
yes yes,Yes
ok...,Yes
"Of course, of course",Yes
All right,Yes
Alright !,Yes
yupyes !,Yes
"ok, nice",Yes
of course,Yes
yup ok then,Yes
You're speaking my language!,Yes
You're absolutely on target.,Yes
I couldn't have said it better myself.,Yes
I'm on the same page as you.,Yes
That makes perfect sense.,Yes
I share your opinion.,Yes
You've captured it perfectly.,Yes
I concur with you.,Yes
OK,Yes
You're spot on!,Yes
That's exactly what I was thinking.,Yes
I'm in full agreement with you.,Yes
You've hit the nail on the head.,Yes
I couldn't agree more.,Yes
That's a great point.,Yes
I agree with you completely.,Yes
You're absolutely right!,Yes
Ok !,Yes
"Yes, that's correct.",Yes
Absolutely!,Yes
sure,Yes
